ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Soil_Type,Horizontal_Distance_To_Fire_Points
8684454182684,3192,28,11,255,55,1148,216,215,134,7201,5012
8685078874665,3151,330,8,30,0,1433,202,231,168,7700,1116
8687932094691,3369,235,17,658,224,1379,189,253,198,7757,4133
8688429858536,3068,330,8,0,0,1062,202,231,168,7202,1740
8688998776989,3302,306,19,573,118,731,163,225,201,7757,300
8689729219331,3160,330,8,30,5,644,201,231,169,7202,1319
8690418943260,3091,338,5,437,48,541,209,233,162,7201,765
8690474051978,3129,352,8,150,44,564,206,226,158,7201,931
8690570808254,3239,125,14,150,-29,2544,242,230,113,7202,3803
8691411312589,3331,196,12,750,2,785,217,250,166,7757,4563
8691902181601,3217,32,19,395,51,560,212,195,112,7757,1917
8693517100619,3021,318,14,270,51,376,183,227,184,7201,376
8695396491680,3294,28,11,268,15,1738,216,216,135,7201,4881
8696491829811,3205,214,14,0,0,2128,206,252,179,7202,3937
8698597430014,2950,258,11,0,0,390,194,247,191,7201,1032
8698711388597,3161,120,9,426,32,488,236,233,128,7202,5706
8699096707522,3334,331,6,443,61,1015,205,232,166,7202,1263
8700140512761,3198,328,12,60,13,1624,191,226,175,7756,582
8700683834504,3214,142,3,362,53,1024,223,238,151,7202,2003
8701771076189,3333,42,15,150,14,1853,221,207,117,7201,4893
8701926431757,3195,322,8,180,21,573,199,232,173,7201,962
8704067181147,3361,97,6,376,58,1781,230,231,135,8771,3097
8704211707223,3269,69,7,234,24,937,227,227,134,7756,815
8705101196615,3253,43,15,430,117,981,221,205,115,7201,5254
8705309021511,3117,342,6,443,32,1296,208,231,162,7202,1200
8708360572077,3103,0,3,330,18,1351,215,234,156,7202,1383
8708722309822,3161,270,3,0,0,658,212,240,166,7202,2316
8709791682076,3340,338,10,170,47,1926,198,226,167,8771,2023
8710514628264,3378,324,17,997,179,1050,176,220,183,7202,752
8711119588953,3089,296,19,134,44,270,165,231,206,7201,1917
8711644073580,3273,39,25,616,78,972,211,175,86,7757,1678
8711764035406,3467,326,14,799,208,957,185,224,178,8776,1054
8711802247174,2961,288,5,67,-7,510,207,239,171,7201,1018
8713680950160,3105,295,7,85,2,1252,201,238,177,7700,1489
8714986493504,3139,140,19,170,61,108,245,230,106,7756,2730
8716100056336,3198,356,7,470,43,1191,209,227,157,7202,2434
8717178549317,3225,275,24,335,82,323,149,237,224,7201,700
8717544318066,3163,119,14,30,-2,700,244,227,108,7202,2239
8722342763307,3291,65,11,0,0,2012,230,218,119,7202,4715
8723894267541,3383,162,4,849,202,1237,223,240,152,7102,792
8728239858576,3145,135,8,124,11,755,234,237,134,7202,2314
8734667524495,3157,342,2,170,-20,886,214,235,159,7201,1050
8735267823964,3201,76,20,324,67,805,240,198,79,7201,5294
8737078163222,3187,326,7,153,1,1343,203,232,168,7700,677
8740650132370,3052,283,9,0,0,190,196,241,184,7202,573
8741601281826,3143,225,8,85,7,671,209,248,175,7202,2430
8742544486750,3195,57,18,324,52,1406,229,200,97,7201,4860
8743984977822,3132,292,14,216,39,162,181,237,196,7201,997
8746269493949,3235,154,21,450,157,384,240,236,116,7701,2998
8750676125225,3213,311,5,361,14,379,207,236,168,7202,1115
8751019909304,3194,158,15,170,19,1761,235,241,132,7202,1556
8751269605223,3316,347,17,108,-15,1503,185,210,162,7202,1822
8751753106700,3148,336,8,258,-29,793,203,230,166,7201,1123
8752970668286,3240,258,7,212,25,778,204,244,179,7756,1024
8754028450317,3209,315,8,182,30,484,198,233,175,7202,964
8757574438792,3440,298,16,677,242,828,173,232,199,8776,990
8757772250714,3469,36,14,743,223,1057,218,208,123,8776,1048
8758315941045,3201,29,12,511,37,1387,216,214,133,7202,2330
8759192222623,2989,217,7,42,4,792,213,247,171,7202,1284
8759356318919,3084,333,3,277,41,379,212,235,161,7202,624
8761038862986,3322,9,19,60,3,1976,195,199,137,8771,4794
8762604375381,3162,173,10,90,7,1289,226,245,150,7202,1883
8762790244713,3217,253,7,330,43,644,204,245,179,7202,811
8762964420882,3212,160,19,150,46,750,236,240,127,4758,2122
8764271337167,3297,134,26,201,-13,2431,250,218,78,7757,3636
8764792901229,3224,109,14,457,63,1087,243,224,108,7202,1926
8765059669197,3391,239,19,67,7,2100,182,252,205,7756,3488
8765265887545,3198,281,20,270,92,210,160,237,215,7201,641
8765345003315,3185,337,5,108,0,1599,208,232,163,7756,706
8765867911488,3203,297,10,150,19,362,193,237,184,7202,1065
8767821314205,3324,299,11,331,-7,1485,190,236,186,8771,1994
8768162212281,3182,327,10,0,0,934,197,229,172,7700,872
8769428968225,3165,6,7,300,-20,1624,211,226,152,7700,902
8771641564412,3101,336,9,216,30,150,201,229,167,7202,1495
8772091581929,3290,164,15,594,197,485,233,243,137,7701,3124
8772694811119,3272,2,25,499,135,1120,178,185,138,7700,5250
8774768910384,3261,31,1,297,95,765,218,235,154,4758,1972
8775057381700,3243,7,12,285,77,631,205,215,147,7757,1992
8775437538250,3446,319,22,973,278,1022,158,214,193,8776,849
8775872133010,3189,176,10,42,-4,2250,225,246,152,7202,3982
8776823554960,3379,279,6,800,192,969,204,241,176,7755,531
8778270727492,3136,335,9,210,-10,636,200,228,167,7202,1269
8781577959619,3176,289,9,95,10,1254,194,239,185,7700,1209
8781938242916,3385,355,14,765,196,931,197,215,155,7755,713
8782767710478,3319,62,16,531,90,1248,232,205,101,8771,1742
8787286126700,3210,116,12,306,49,973,241,228,116,7202,2060
8788278946313,3082,326,14,201,46,503,186,224,178,7201,883
8790274163854,3227,41,19,309,15,1639,219,196,105,7201,4716
8790309003704,3157,227,8,175,22,636,209,248,175,7202,2493
8791134076673,3144,54,13,150,10,745,227,211,114,7201,5188
8791512942736,3206,165,7,350,26,547,226,242,150,7202,874
8794424765295,3242,108,12,242,44,1639,240,226,114,7757,1387
8796521039750,3148,301,18,277,55,218,167,229,201,7201,895
8797922079352,3152,90,5,255,26,390,228,231,137,7202,5531
8798609055720,3192,347,12,210,14,1104,197,221,161,7700,708
8800073241001,3091,331,10,190,6,404,197,228,170,7202,741
8800877669179,3117,323,5,30,2,1400,208,235,166,7202,1292
8801859526497,3332,123,11,604,137,466,239,232,122,8771,488
8804928494826,3250,49,16,192,35,1195,225,204,109,7202,1974
8809860357710,3239,315,2,90,11,624,214,237,161,8776,1233
8810421557388,3164,90,12,30,6,949,239,220,110,7202,2244
8812141152805,3302,20,11,376,19,1633,212,217,140,7201,4965
8813291989495,3440,355,11,258,-12,1697,201,220,156,8703,3544
8815663188680,3218,143,17,457,70,497,242,234,115,7756,745
8817595994728,3295,49,13,339,41,1050,225,211,117,7756,700
8818410905905,3366,241,24,577,8,1506,167,251,215,7757,4005
8819230177077,3266,93,13,277,41,1266,241,219,106,7202,1937
8820704675494,3355,82,7,0,0,1591,230,228,132,8703,3384
8821341262993,3230,341,9,350,52,1050,201,226,165,7756,524
8827621915160,3309,86,25,361,105,1477,246,190,58,7757,1317
8828460236515,3219,38,15,366,24,1087,218,205,118,7756,1422
8830946146942,3404,220,18,570,75,1182,197,254,189,7756,4052
8831859168779,3157,63,12,127,15,1318,230,215,116,7201,4772
8833717495843,3299,213,16,339,1,1718,204,253,181,7756,3999
8834247745729,3132,302,16,201,26,120,175,232,196,7201,726
8834642714368,3227,194,10,277,66,595,218,249,164,7756,2601
8835198565305,3217,2,9,127,28,1195,208,224,153,7756,949
8835402344016,3160,15,3,201,-8,830,217,233,154,7201,1115
8837366550113,3221,246,9,390,22,418,203,247,182,7202,1100
8839197528705,3222,9,23,458,87,582,188,188,130,7201,1632
8844647486207,3099,45,0,390,14,1275,218,237,156,7202,1299
8846860023511,3393,119,7,0,0,1813,233,234,133,8703,3255
8847395176772,3361,132,18,618,180,1430,246,228,102,7755,1022
8853237717829,3293,332,8,618,109,616,201,230,168,7202,1243
8854867642246,3318,77,13,201,27,1691,236,216,110,7201,3205
8854925412781,3286,276,7,534,97,576,200,242,181,7202,1221
8854946614379,3144,336,9,150,-2,618,201,229,167,7202,1293
8855139229912,3259,249,22,67,18,2016,168,250,215,7201,3931
8855912385736,3317,245,5,799,133,828,210,244,172,7202,1015
8856232023667,3287,34,23,361,91,882,210,184,101,8772,1744
8856379206596,3361,308,8,702,166,883,197,235,178,7102,618
8856775786333,3257,27,17,443,121,1008,211,202,123,7201,5253
8858172311774,3199,325,8,180,25,553,201,232,170,7201,960
8858359776488,3013,338,5,85,-5,781,209,233,162,7202,1504
8858564042712,3237,257,9,524,53,400,198,246,187,7202,1776
8859519372830,3122,313,10,228,38,175,192,232,180,7201,1191
8860613993845,3184,80,13,277,52,607,237,217,109,7202,5457
8860817878092,3147,333,6,30,4,778,205,232,165,7202,1206
8861999463793,3377,152,6,793,196,1304,227,240,147,7102,858
8863697336294,3188,65,5,361,23,1298,225,230,140,7202,2248
8869377400750,3208,311,9,228,24,335,196,234,177,7202,1084
8869850467706,3273,145,24,426,108,1681,245,228,98,7757,1415
8871095180968,3213,333,20,402,47,684,171,210,177,7757,1866
8871371961137,3124,334,7,488,-61,1044,204,231,166,7202,1044
8871661784125,3174,338,11,42,-3,999,195,224,168,7700,875
8873695962265,3246,2,21,450,109,1142,186,195,142,7700,5190
8875044606608,3423,61,16,67,14,1846,231,206,103,8703,3322
8875365201544,3105,284,14,182,65,510,180,240,199,7201,1518
8875651938307,3372,326,18,741,177,918,172,217,183,7755,658
8880108137394,3091,251,10,0,0,175,198,247,187,7201,2148
8880523329596,3417,92,8,256,59,1064,233,228,128,8776,1561
8880775805701,3140,98,12,134,11,351,240,223,111,7202,5418
8881119759308,3165,333,8,324,-20,1140,201,229,168,7700,767
8882996399939,3298,26,9,108,7,1892,216,220,140,7201,4811
8883268505522,3212,47,19,134,9,899,223,196,101,7202,1961
8884938825520,3214,279,9,175,0,1025,195,242,186,7700,1293
8887207607261,3168,39,6,0,0,2018,220,227,142,7101,4308
8887848009035,3330,298,11,283,83,1036,188,236,188,7202,1418
8888648750998,3257,311,11,430,32,751,191,232,181,7202,1565
8891587297875,3149,265,16,42,7,616,177,245,206,7202,2184
8891884928274,3182,28,16,85,21,752,212,204,124,7202,2014
8892450070151,3011,25,4,175,-12,750,218,231,150,7202,1650
8901689569227,3190,205,22,124,41,1776,202,254,178,7201,4230
8902550829730,2980,227,12,30,8,720,203,251,183,7202,1214
8903425156623,3184,27,2,360,23,1189,218,234,153,7202,1924
8903440445795,3363,13,13,240,14,1908,207,213,142,8772,4961
8906969010291,3159,331,10,0,0,685,197,228,170,7202,1293
8908048811881,3155,148,15,234,56,192,238,238,125,7756,2505
8908259226184,3155,296,18,309,61,256,166,231,205,7201,979
8908608115145,3420,347,8,618,223,726,204,227,161,8776,872
8908859857504,3312,94,15,485,117,351,242,216,99,7756,510
8913815989359,3256,255,5,420,76,553,207,243,174,7700,124
8916147510581,3257,32,22,576,62,964,209,186,104,7757,1626
8916194665746,3150,12,6,124,6,1443,214,228,151,7101,4650
8918376065276,3143,310,19,361,65,295,164,223,198,7201,1315
8918455700999,3463,30,13,764,217,1040,216,211,129,8776,1019
8919112375871,3204,71,19,350,59,1489,237,200,87,7201,4802
8919686930933,3291,325,16,234,38,1426,179,222,181,7202,1908
8920266244234,3405,53,9,30,-3,1826,226,220,128,8703,3311
8920472699743,3113,302,6,134,13,891,204,237,173,7700,1771
8921261666830,3079,329,11,85,-5,335,193,227,173,7202,706
8922507389124,3368,249,9,684,176,874,201,247,184,7755,564
8923156250025,3064,356,4,30,1,1061,214,233,157,7202,1711
8923273023267,3105,320,11,240,24,618,191,229,178,7202,1001
8924066504321,3212,37,16,108,0,1848,218,203,117,7201,4577
8924200550023,3382,147,8,228,43,1762,231,239,140,8771,3167
8925198188069,3383,123,17,537,91,1965,247,225,101,8771,2913
8929761668996,3129,320,16,342,58,277,177,223,185,7201,1486
8930118979344,3103,321,12,277,40,212,189,228,179,7201,1660
8931346788104,3224,43,22,228,12,1723,217,185,92,7201,4660
8931717382894,3336,138,6,124,18,1531,230,238,141,7201,3349
8932492186554,3218,301,28,437,125,379,133,216,218,7201,983
8932677276407,3412,5,10,824,219,1072,207,220,150,7755,845
8936596878810,3207,320,29,216,62,457,134,199,198,7757,2442
8937528336309,3235,108,18,268,54,1727,248,215,88,7757,1380
8940427587468,2978,308,19,30,14,255,165,225,199,7202,408
8943303783879,3159,284,17,175,34,150,171,238,206,7201,524
8944564534934,3204,116,12,192,29,1683,241,228,115,7202,1559
8944993743686,3369,289,17,735,185,902,171,236,204,7757,467
8945371371996,3247,4,12,499,39,570,204,216,149,7202,1648
8946028458442,3187,58,24,268,39,1560,229,182,73,7201,4682
8947899803522,3376,320,7,787,184,972,202,233,171,7102,659
8948658434315,3368,61,12,162,0,1448,230,214,115,8703,3561
8949890692815,3355,289,29,503,145,708,128,222,228,7757,1012
8950012910663,3366,339,9,201,34,1549,200,227,166,8771,1974
8951578065255,3215,274,11,0,0,1092,192,243,191,7202,1928
8951851543500,3256,46,14,283,17,997,224,210,117,7756,830
8955333965651,3237,292,8,499,31,459,199,239,180,7202,1761
8956631644712,3141,75,13,192,15,331,235,216,110,7202,5464
8956942696912,3273,256,18,67,26,1140,176,248,209,7201,1613
8958913147638,3167,343,9,127,-10,1026,202,226,163,7700,858
8959130709043,3381,49,20,607,-42,2136,224,193,95,8771,2746
8961856583227,3156,187,8,175,16,864,221,246,159,7202,2193
8963044045739,3172,354,2,60,2,511,215,235,157,7202,1248
8963879590992,3254,186,24,42,16,2422,215,249,154,7201,3714
8966476655231,3159,333,8,319,-18,1041,201,229,168,7700,830
8966754667611,3282,152,17,484,110,1710,239,238,122,7757,1250
8968297227536,3338,270,21,932,61,976,162,242,217,7202,895
8970642522319,3299,31,18,85,-16,1440,213,198,116,7202,1746
8970975296000,3181,333,8,256,-4,1218,201,229,168,7756,674
8971198752373,3389,21,6,807,199,1184,216,227,148,7755,807
8975398090884,3160,137,12,30,-4,1426,238,235,125,7101,1811
8975448524130,3315,154,8,85,4,2501,230,241,143,7757,3561
8976772020930,3186,14,14,277,32,1528,206,210,140,7756,841
8978385793164,3382,90,10,361,43,1837,235,224,120,8771,3060
8978547000161,3175,16,10,212,33,1326,212,220,145,7201,4830
8979173605102,3221,270,10,319,23,655,194,244,189,7202,1816
8980274449151,3082,318,14,150,40,631,183,227,184,7201,997
8980522982386,3361,135,6,703,180,1426,230,237,140,7755,973
8981751167711,2976,284,7,60,6,301,200,240,179,7201,150
8982054680303,3234,8,12,42,5,1201,206,217,147,7202,1914
8982573045768,3248,57,23,458,104,1477,229,184,77,7201,4923
8982598918580,3121,320,8,256,-25,752,198,232,173,7202,1154
8984628570720,3384,165,18,108,29,2270,233,243,133,7756,3450
8985390179180,3173,122,9,300,41,524,236,233,128,7202,5553
8985502969128,3138,333,8,488,-47,983,201,229,168,7202,942
8988521670334,3291,317,28,604,199,551,135,203,202,8772,1140
8989535442573,3178,104,14,120,29,947,243,221,104,7202,2162
8989893684936,3126,285,7,30,3,1358,202,240,178,8776,1301
8990644832384,3276,255,13,180,35,990,189,248,197,7202,1654
8993907461185,3157,333,8,297,-20,1019,201,229,168,7700,850
8996835076797,3235,329,11,376,57,1075,194,227,173,7756,497
8997846474145,3303,288,10,731,119,708,192,239,188,7202,1208
8997919878979,3235,264,13,60,17,1048,186,246,198,7202,1866
8998009198847,3319,140,28,255,-5,2372,248,219,80,7757,3628
9000535423429,3368,131,10,256,35,1008,237,235,127,7756,3836
9001624676474,3304,211,16,361,-1,1697,205,253,180,7756,4001
9002086144426,3273,353,29,534,75,1090,157,175,146,7757,1624
9002403886428,3125,312,14,212,33,150,182,229,187,7201,1084
9003081090145,3172,34,11,295,38,900,219,217,133,7202,2136
9003898029345,3213,284,9,216,29,371,196,240,184,7202,1048
9003990118893,3350,94,10,402,59,1853,236,226,120,8771,3029
9009388250077,3357,291,16,937,168,977,174,236,202,7202,854
9010091689030,3277,41,13,192,17,1786,221,211,123,7201,4791
9011262664146,3234,139,16,297,53,1739,242,233,115,7757,1364
9011864400326,3423,211,13,966,249,1062,209,252,176,8776,696
9015166776851,3252,238,9,90,20,1061,204,248,182,7202,1779
9018619797700,3241,328,8,537,58,837,202,231,169,7202,582
9026342232962,3279,173,23,95,19,2440,227,244,136,7757,3651
9027162184653,3267,321,9,552,69,1148,196,231,175,7700,1661
9027342665767,3182,252,19,175,34,1231,173,249,211,8776,1345
9027583355236,3140,118,17,170,62,127,247,222,96,7756,2574
9027949960685,3339,160,15,598,190,1597,234,242,134,7755,1436
9028988135942,3303,48,7,361,45,1082,223,224,136,7756,636
9032476641723,3306,43,15,108,7,1878,221,205,115,7201,4841
9032528364433,3247,303,12,480,63,361,188,234,187,7202,1641
9033500066680,3247,0,11,134,58,190,204,220,153,7202,1489
9035414352095,3272,90,6,573,11,811,229,231,136,8776,5672
9035865612090,3233,173,18,331,72,573,229,246,142,7756,2616
9037214171845,3231,167,3,451,110,466,222,240,154,7756,691
9038451835927,3228,233,23,201,23,1917,175,253,208,7201,4081
9043999859304,3229,189,19,30,-8,2382,217,251,159,7202,3773
9044589600412,3309,70,23,180,-28,2201,238,189,70,8772,4552
9046795403764,3149,131,15,258,71,201,243,231,114,7756,2287
9047126854811,3206,133,9,42,11,1825,234,236,133,7202,1602
9050130919360,3243,246,9,306,98,553,201,247,184,7756,2571
9050537110445,3289,132,22,469,108,1618,249,223,91,7757,1200
9055829582870,3156,270,12,85,8,1318,188,244,195,8776,1266
9058618731213,3178,0,8,162,-7,1538,209,226,155,7756,789
9058912063553,3181,90,3,323,66,342,225,234,145,7756,2379
9059076039811,3201,315,8,210,27,576,199,234,174,7201,930
9061236212682,3308,4,13,127,48,1931,202,214,148,7202,1922
9061362057935,3203,317,11,108,20,870,190,230,180,7700,797
9061774884136,3195,293,26,382,151,190,137,223,221,8776,2230
9064888177873,3438,142,13,569,-14,1416,239,236,124,8771,3871
9065642775915,3453,284,18,713,247,914,166,237,210,7757,1110
9065958151427,3127,284,9,95,9,1273,195,241,185,7700,1396
9066047635477,3426,63,7,362,97,1124,227,225,132,8703,3989
9066937028099,3192,326,9,150,18,552,199,231,171,7201,992
9070476696558,3197,331,17,513,78,474,178,217,178,7201,1598
9070635592905,3257,354,13,60,14,1233,197,216,156,7202,1747
9071879876899,3114,333,14,255,17,335,188,222,172,7201,1867
9074418799161,3382,202,13,541,53,1065,214,251,170,7756,4175
9074503703998,3261,20,14,153,18,1318,209,210,135,7202,1936
9074943886718,3316,310,21,649,131,794,158,221,201,7757,309
9080645441858,3314,148,24,524,133,1530,243,229,100,7757,1129
9081972231518,3208,63,12,384,66,1317,230,216,117,7201,4980
9082226712159,3144,333,4,180,24,741,210,234,163,7202,1113
9083420694975,3236,354,19,350,70,702,184,203,154,7757,1915
9085143975768,3291,35,13,384,62,1318,218,211,127,8771,1878
9086634193845,3291,150,4,616,198,513,225,239,150,7701,3115
9087625004812,3223,70,14,361,89,859,235,212,106,7201,5290
9088786051127,3096,324,10,216,28,162,194,229,175,7202,1579
9089237755557,3233,82,21,67,15,1756,243,199,77,7757,1616
9089845762602,3267,284,12,218,42,934,187,240,192,7202,1711
9089858206261,3210,320,27,552,138,488,140,203,197,7201,1537
9091123494594,3198,71,9,371,40,1159,231,222,124,7202,1920
9092749566023,3183,32,8,283,49,930,219,224,141,7757,2112
9094587834890,3297,73,27,108,-9,2455,239,178,52,8776,4138
9096324953529,3128,296,15,201,30,120,176,234,198,7201,745
9096557080740,3407,122,9,67,7,1898,236,233,127,8703,3178
9096649822951,3415,287,21,607,208,890,156,233,215,7757,1180
9097658324634,3420,231,12,660,-32,1464,201,251,186,7757,3942
9097999502616,3287,296,8,514,103,458,197,238,180,7202,1433
9103172580057,3407,51,9,134,-1,1719,225,220,128,8703,3415
9104342768787,3410,61,6,190,1,1676,225,227,136,8703,3472
9106753930609,3425,145,13,644,-27,1323,238,238,128,8771,3931
9106892498848,3377,114,8,666,187,1342,235,232,129,7755,955
9107303832688,3383,176,12,819,208,1383,226,246,152,7755,942
9112130033696,3327,216,17,745,190,806,200,254,185,7757,4555
9112353767163,3263,271,20,60,16,1200,163,242,217,7202,1624
9116035375004,3176,295,15,90,15,600,175,234,199,7202,2371
9117182243482,3237,130,15,518,76,1209,243,231,113,7202,1813
9118183837564,3333,350,13,150,40,1902,197,218,159,8771,1994
9118815995488,3102,6,2,330,17,1353,216,234,155,7202,1377
9119517125876,3196,146,23,361,103,297,244,230,103,7701,2999
9120660386168,3282,279,24,466,176,420,148,235,223,7201,859
9120768484803,3169,42,18,201,32,1008,220,199,108,7201,5049
9120901134725,3167,310,24,390,86,335,146,215,205,7201,1253
9121045858973,3164,37,11,124,10,1786,219,215,129,7201,4476
9121673768637,3125,166,4,247,-7,603,223,241,153,6731,2427
9123587843479,3343,287,28,484,146,576,131,225,228,7757,800
9124125824882,3207,3,20,323,53,1537,188,197,143,7756,774
9124778750675,3294,115,12,474,102,324,241,227,114,7756,726
9125165237670,3182,342,6,150,21,976,208,231,162,7202,2142
9125462570951,3245,346,14,361,79,808,193,218,163,7757,1914
9127368723783,3184,39,3,60,3,1765,220,232,149,7101,1650
9128421464766,3224,41,14,342,29,1072,221,208,119,7756,1409
9132983021213,3135,304,5,30,0,693,206,237,171,7202,1082
9134303346082,3219,134,14,272,64,1445,241,233,118,7202,1661
9135673221061,3201,118,16,564,1,595,245,225,104,7201,5773
9139505188041,3353,269,14,283,115,2418,182,244,201,7756,3518
9140842627292,3311,307,17,319,64,942,173,228,195,7202,1441
9141215853645,3299,288,19,553,116,725,164,235,210,7757,335
9144112795612,3352,124,5,636,207,1515,229,236,140,7755,1515
9145975253929,3456,99,6,457,3,1514,230,232,136,8703,3755
9145992389687,3177,244,8,90,3,1998,204,247,181,7202,4147
9146064681548,3149,9,16,67,14,592,201,207,141,7201,2052
9147570600887,3325,356,12,642,62,900,200,218,155,7202,1144
9148796052986,3278,307,16,485,46,730,175,229,194,7202,1478
9149053216370,3215,47,8,95,16,1006,223,223,135,7756,1073
9151215202596,3107,325,13,255,35,192,187,225,178,7202,1533
9151554736646,3198,2,11,272,32,450,204,218,151,7756,2125
9151823169281,3210,356,18,430,44,582,188,204,151,7757,1874
9152755727471,3188,315,5,190,3,1682,206,236,168,7756,731
9152958066377,3199,309,6,150,22,511,203,236,172,7201,990
9154001346894,3006,306,11,170,28,467,190,234,184,7201,331
9154338615106,3374,14,8,306,6,1279,213,224,148,8703,3719
9156151243559,3397,292,18,95,23,2058,168,234,205,7756,3548
9156548063753,3244,234,8,0,0,1173,206,248,179,7202,1736
9163441974475,3131,318,14,268,47,212,184,227,183,7201,1189
9165833070482,3179,355,17,242,53,582,191,208,154,7201,1879
9167971866378,3271,222,13,170,-5,1888,203,252,183,7756,3960
9168583708452,3326,3,15,67,-5,1531,198,210,148,7202,1805
9169941348020,3206,339,3,95,11,1026,212,234,160,8776,1231
9170823171407,3204,256,15,42,8,938,185,248,201,7202,1980
9172780876616,3232,312,14,190,18,390,181,229,188,7700,916
9173570358695,3204,85,19,324,72,664,244,203,81,7201,5451
9174302277307,3242,153,10,350,67,1800,232,241,139,7757,1365
9176705940284,3170,79,5,85,2,2103,226,231,139,7101,4254
9178048525166,3286,303,16,591,101,741,173,230,197,7757,272
9179400905787,3134,174,11,0,0,808,227,246,150,6731,2316
9179969532844,3155,97,11,30,6,882,239,224,114,7101,2257
9181279479955,3296,106,18,616,160,1012,248,215,89,7700,5431
9181968613608,3203,13,9,342,66,1209,211,221,146,7201,5040
9182340747027,3333,96,28,270,-18,2429,251,187,44,8776,4335
9182386456280,3159,283,19,30,3,726,165,237,211,7202,2138
9183426323777,3080,323,5,212,21,134,207,235,166,7202,1818
9184906818554,3190,248,19,150,17,711,176,250,209,7756,2516
9185626271674,3167,328,4,60,3,566,209,234,164,7202,1295
9185766470265,3307,85,13,90,-18,2107,238,217,108,7202,4645
9185822776287,3210,314,24,210,49,537,151,214,200,7757,2447
9186129504245,3029,10,4,30,0,886,215,231,153,7202,1670
9186579007488,3314,270,20,716,115,792,163,242,216,7201,1008
9186834885943,3228,169,2,450,107,454,221,240,155,7756,659
9187434919502,3009,18,3,201,-9,690,217,233,153,7202,1626
9187849518369,3446,296,18,693,240,870,167,232,204,7757,1050
9189401530826,3275,132,12,484,114,997,239,234,122,4758,1878
9189569295858,3182,133,16,120,17,1436,244,231,111,7202,1745
9191158257567,3166,60,10,457,55,426,228,219,123,7202,5794
9192447206457,3318,156,22,558,158,1655,239,236,116,7757,1237
9193118840680,3151,281,10,42,3,1360,194,241,187,7700,1224
9197798152736,3161,356,7,277,19,1040,209,228,157,7202,2362
9198291478309,3364,306,26,824,181,949,141,216,211,7757,518
9199756447908,3206,135,8,85,8,1798,233,237,135,7202,1556
9200252657378,3350,233,14,0,0,2100,196,252,192,7756,3602
9202900762533,3340,118,10,540,-22,551,238,231,122,7756,582
9203706887000,3191,132,18,361,113,319,246,228,104,7756,2638
9204284893087,3148,335,10,90,1,636,198,227,168,7202,1290
9205364271603,3152,347,8,242,-25,955,206,228,160,7700,912
9206520460930,3250,199,20,30,-18,2532,208,253,171,7202,3700
9207780599972,3203,253,28,0,0,841,147,245,228,7202,2099
9212742971154,3350,32,15,120,7,2403,216,207,124,8703,4181
9214329868246,3333,51,6,30,-5,1506,223,227,139,8703,3435
9214927763455,3224,301,13,331,25,426,184,234,190,7202,1209
9216228641760,3105,333,2,421,20,1260,214,236,160,7202,1302
9216667441044,3249,274,23,390,143,331,151,238,223,7201,751
9217633522330,3188,58,6,390,27,1213,224,228,138,7101,1892
9217817562848,3271,189,5,42,3,666,220,243,159,7756,911
9218961954565,3274,328,6,42,6,661,205,233,167,7756,931
9230165318226,3309,324,13,745,120,787,188,226,178,7202,1020
9231082457210,3299,333,22,481,107,666,163,205,178,7757,365
9231176814332,3276,149,21,433,116,1774,242,234,110,7757,1356
9231239697766,3416,220,12,690,2,1442,205,252,181,7757,3971
9232596586106,3113,307,10,150,21,85,193,234,181,7201,1068
9237600950799,3354,7,21,430,22,1337,190,193,135,8776,1922
9237898355627,3089,323,5,0,0,1260,208,235,166,7202,1572
9238123174235,3142,152,13,170,43,127,235,240,133,7756,2458
9238559127157,3374,202,21,153,29,2291,205,253,174,7756,3480
9239616957748,3373,341,11,999,174,1057,196,223,166,7202,738
9239833837144,3074,327,13,150,38,524,187,225,177,7201,895
9240545115338,3410,75,8,691,215,1205,230,225,127,7755,957
9240833250642,3272,55,19,339,81,990,228,197,94,8771,1800
9241273686497,3138,152,16,192,45,127,238,239,127,7756,2970
9245608676344,3083,296,10,162,-15,764,191,237,186,7700,1939
9248548215413,3299,357,13,365,-32,1448,199,216,154,8771,1983
9248759575658,3282,305,8,582,83,658,199,236,176,7202,1140
9250132387338,3152,163,11,150,18,908,231,243,143,7202,2176
9251105349308,3288,48,14,384,75,1149,224,208,115,8771,1793
9252103535526,3428,163,12,607,-24,1374,231,243,141,8771,3907
9256551958098,3125,337,7,457,-60,1172,204,230,165,7202,1065
9256945482901,3309,335,27,124,37,990,149,192,176,8772,1442
9257279947661,3330,278,12,42,25,2610,188,242,193,7757,3547
9257672012973,3192,253,18,240,79,201,176,249,209,7201,601
9262140751803,3203,251,20,108,2,2024,172,249,212,7202,4024
9263251644909,3157,321,7,108,6,579,203,234,170,7202,1350
9265182642832,3267,288,12,524,69,1132,185,239,194,7757,1633
9265321651978,3197,153,21,170,25,1725,240,236,115,7202,1565
9265668687791,3186,102,16,457,54,616,245,217,95,7202,5660
9266508536354,3241,28,15,256,42,361,213,207,127,7202,1317
9268413534685,3202,1,16,457,76,525,195,208,149,7201,1645
9268690425850,3165,331,10,283,-20,1209,197,228,170,7700,769
